. дело в том , что :  count:32  textCnt:32
. однако затопление корабль отложен на :  count:2  textCnt:2
стояние 85 градус западный долгота . :  count:2  textCnt:2
. . . командование обратил внимание :  count:2  textCnt:2
день . голландец андра кейперс пробыл :  count:2  textCnt:2
удался сфотографировать в 1981 год с :  count:2  textCnt:2
запись . в свой очередь , :  count:2  textCnt:2
. большинство кафедра , по его :  count:2  textCnt:2
проводка для страховочный трос американский скафандр :  count:2  textCnt:2
тело капитан лейтенант олег малкин . :  count:2  textCnt:2
завершился неудачно . ракета разрушился над :  count:2  textCnt:2
дно море примерно в 9600 год :  count:2  textCnt:2
некоторые данные даю учёный основание утверждать :  count:2  textCnt:2
дата старт есть передвинут на 11 :  count:2  textCnt:2
питание на базовый матричный кристалл или :  count:2  textCnt:2
баллистический ракета , способный нести ядерный :  count:2  textCnt:2
гироскоп слишком велик , чтобы их :  count:2  textCnt:2
, который они установил в время :  count:2  textCnt:2
приостановлен до устранение весь возможный неисправность :  count:2  textCnt:2
назначен на 12 час 44 минута :  count:2  textCnt:2
входящий в шанхайский организация сотрудничество . :  count:2  textCnt:2
танкоремонтный завод осуществляюсь в рамка достигнутый :  count:2  textCnt:2
встречный пучок элементарный частица протон , :  count:2  textCnt:2
луч намного меньше , что позволяю :  count:2  textCnt:2
. напомнил , в начало февраль :  count:2  textCnt:2
, пожелавший остаться неназванный , сообщил :  count:2  textCnt:2
являюсь центр имя хруничев . протон :  count:2  textCnt:2
таяние арктический лёд в последний время :  count:2  textCnt:2
в ахалцихе непригоден для пропуск бронетехника :  count:2  textCnt:2
в состав десантный группа быстрый реагирование :  count:2  textCnt:1
человек на борт или с балласт :  count:2  textCnt:2
о это риа новость сообщил в :  count:2  textCnt:2
париж . по условие x prize :  count:2  textCnt:2
, а в перспектива , после :  count:2  textCnt:2
10 тонна полезный нагрузка на геостационарный :  count:2  textCnt:2
5 . такой образ , помимо :  count:2  textCnt:2
и военен воздушный сила хабаровский край :  count:2  textCnt:2
защита , медицинский оборудование , свежий :  count:2  textCnt:2
на скорость 37 тысяча километр в :  count:2  textCnt:2
дит , аир 2 , ме :  count:2  textCnt:2
стоимость в 50 , 5 миллиард :  count:2  textCnt:2
возвращение экипаж после работа в открытый :  count:2  textCnt:2
российский военный полигон ашулук в астраханский :  count:2  textCnt:2
. на снаряд установлен камера , :  count:2  textCnt:2
россия генерал полковник владимир поповкин , :  count:2  textCnt:2
мир и совершил два выход в :  count:2  textCnt:2
космический станция , сообщаю интерфакс . :  count:2  textCnt:2
о воинский обязанность , в котор :  count:2  textCnt:2
гражданский спутник в рамка коммерческий программа :  count:2  textCnt:2
класс воздух воздух . также вертолет :  count:2  textCnt:2
по слово командующий космический войско россия :  count:2  textCnt:2
занимаюсь оао роствертол . ми 28н :  count:2  textCnt:2
огнем . как полагаю специалист , :  count:2  textCnt:2
военен морской сила из 53 страна :  count:2  textCnt:2
время намеченный на среда выход в :  count:2  textCnt:2
м с американский спутник связь directv :  count:2  textCnt:2
вес российский танк , вызвал у :  count:2  textCnt:2
мнение учёный , температура на планет :  count:2  textCnt:2
космос в общий сложность пять с :  count:2  textCnt:2
раз они покинул борт корабль в :  count:2  textCnt:2
устройство , отвечающий за ориентация мкс :  count:2  textCnt:2
. оставшийся два гироскоп хватил для :  count:2  textCnt:2
переношу первый баз в севастополь , :  count:2  textCnt:2
связь с призыв шос установить конкретный :  count:2  textCnt:2
северо западный стратегический направление с выполнение :  count:2  textCnt:2
оба баз есть построен до 2017 :  count:2  textCnt:2
подготовить почва для дальнейший экспедиция к :  count:2  textCnt:2
перминов , чтобы начать реальный работа :  count:2  textCnt:2
в космос . к пример , :  count:2  textCnt:2
иракский правительство и вошёл в состав :  count:2  textCnt:2
куда то переношу первый баз в :  count:2  textCnt:2
более 100 различный летательный аппарат , :  count:2  textCnt:2
люк , закрывающий передний шасси , :  count:2  textCnt:2
, который некоторые считаю лёд . :  count:2  textCnt:2
, который должен стартовать с космодром :  count:2  textCnt:2
под руководство представитель космодром есть проведён :  count:2  textCnt:2
обломок более крупный небесный тело . :  count:2  textCnt:2
союз в великий отечественный война 1941 :  count:2  textCnt:1
есть сбор частица солнечный ветер , :  count:2  textCnt:2
процесс не замедлился , то земля :  count:2  textCnt:2
оборудование , обеспечивающий выполнение полёт ночь :  count:2  textCnt:2
такой вывод пришёл специалист nasa , :  count:2  textCnt:2
сша , китай , великобритания , :  count:2  textCnt:1
, отвалившийся кусок не нанес ущерб :  count:2  textCnt:2
и астронавт придется задержаться на мкс :  count:2  textCnt:2
3 раз тяжелее , чем с :  count:2  textCnt:2
телекоммуникационный космический аппарат на геосинхронный орбита :  count:2  textCnt:2
целеуказание на наземный и воздушный командный :  count:2  textCnt:2
ми 28н это ударный боева вертолет :  count:2  textCnt:2
неудачный попытка развернуться , ял опрокинулся :  count:2  textCnt:2
доминик кассини и христиана гюйгенса , :  count:2  textCnt:2
в котор потребовал , чтобы участник :  count:2  textCnt:2
котор дислоцирован авиабаза ввс сша , :  count:2  textCnt:2
грузовик , не сгоревший в плотный :  count:2  textCnt:2
оснащён четыре гироскоп , предоставленный американский :  count:2  textCnt:2
что из 15 рекомендация по улучшение :  count:2  textCnt:2
санкт петербург есть заложен в 1997 :  count:2  textCnt:2
в нарушение договоренности о её вывод :  count:2  textCnt:2
с четко выраженный согласие правительство принимающий :  count:2  textCnt:2
военный баз на территория страна , :  count:2  textCnt:2
пора было проведён несколько неудачный попытка :  count:2  textCnt:2
радиоэлектронный оборудование , обеспечивающий выполнение полёт :  count:2  textCnt:2
пострадал , но неукротимый не смог :  count:2  textCnt:2
учёный из российский институт медико биологический :  count:2  textCnt:2
на дистанция в 500 километр основной :  count:2  textCnt:2
мкс учёный из российский институт медико :  count:2  textCnt:2
заменен другой , который доставил на :  count:2  textCnt:2
22 миллиард йена около 192 миллион :  count:2  textCnt:2
его слово , минобороны планирую оставить :  count:2  textCnt:2
усилие частное лицо аппарат , способный :  count:2  textCnt:2
пишу в понедельник газета время новость :  count:2  textCnt:2
тонна и их просто некуда есть :  count:2  textCnt:1
что парашют зонд открылся слишком поздно :  count:2  textCnt:2
девятый экспедиция геннадий падалкой и майкл :  count:2  textCnt:2
в понедельник по местный временю . :  count:2  textCnt:2
второй баз черноморский флот , не :  count:2  textCnt:2
есть составлен список из 15 технический :  count:2  textCnt:2
ликвидирован в 2008 2009 год . :  count:2  textCnt:2
километр и приступил к сбор частица :  count:2  textCnt:2
служба в образовательный учреждение подробно регламентирован :  count:2  textCnt:2
достигать 150 метр . мощный вспышка :  count:2  textCnt:2
избежать повторение подобный катастрофа , есть :  count:2  textCnt:2
улучшение вооружение . доналд рамсфелд считаю :  count:2  textCnt:2
открытый космос . однако из за :  count:2  textCnt:2
с стартовый площадка центр запуск спутник :  count:2  textCnt:2
экипаж , полковник ввс россия падалки :  count:2  textCnt:2
между росавиакосмосом и европейский космический агентство :  count:2  textCnt:2
есть сорван с якорь волна , :  count:2  textCnt:2
22 май , пру это в :  count:2  textCnt:2
2000 год достиг юпитер . миссия :  count:2  textCnt:2
итальянский и голландский астроном xvii век :  count:2  textCnt:2
. как сообщаю агентство xinhua , :  count:2  textCnt:2
коламбия в февраль 2003 год , :  count:2  textCnt:2
мы рассчитываю , что в счет :  count:2  textCnt:2
, если в агентство есть уверен :  count:2  textCnt:2
, передаю риа новость . стыковка :  count:2  textCnt:2
, это дает возможность делать картинка :  count:2  textCnt:2
эксперимент помог учёный лучше понять функционирование :  count:2  textCnt:2
, что генштаб разослал предписание прекратить :  count:2  textCnt:2
оператор спутниковый телевидение в сша . :  count:2  textCnt:2
но на служба в армия призываюсь :  count:2  textCnt:2
позволил страна значительно расширить пакет заказ :  count:2  textCnt:2
другой город , полностью ушёл под :  count:2  textCnt:2
который , соединяясь с углерод , :  count:2  textCnt:2
долина , кратер или что то :  count:2  textCnt:2
аппарат на геосинхронный орбита с точка :  count:2  textCnt:2
космос с три человек на борт :  count:2  textCnt:2
в течение среда астронавт discovery выполнил :  count:2  textCnt:2
х год прошлое век , но :  count:2  textCnt:2
наш эра , ведусь очень давно :  count:2  textCnt:2
подготовка корабль к запуск , вызванный :  count:2  textCnt:2
технология являюсь безопасный , так как :  count:2  textCnt:1
по технический причина . первоначально космонавт :  count:2  textCnt:2
понять , насколько серьезны повреждение , :  count:2  textCnt:2
что там не используюсь тяжелое оружие :  count:2  textCnt:2
световы год от солнечный система , :  count:2  textCnt:2
представляющий себя круг длина около 28 :  count:2  textCnt:2
планет на высота примерно 16 километр :  count:2  textCnt:2
находящийся на дистанция в 500 километр :  count:2  textCnt:2
. по его слово , который :  count:2  textCnt:2
с окончание холодный война , работа :  count:2  textCnt:2
может создать определенный дискомфорт экипаж в :  count:2  textCnt:2
. в нем утверждаюсь , что :  count:2  textCnt:2
год , сообщаю bbc news . :  count:2  textCnt:2
кнр и ес налаживать экономический , :  count:2  textCnt:2
курсант иван пикуль остался у перевернутого :  count:2  textCnt:2
соединение и чащу сила воздушный оборона :  count:2  textCnt:2
3 август , в 12 14 :  count:2  textCnt:2
начнется с создание обитаемый баз на :  count:2  textCnt:2
до 31 декабрь 2005 год . :  count:2  textCnt:2
voyager совершил кругосветный перелет без посадка :  count:2  textCnt:2
эксперимент , конечный цель который являюсь :  count:2  textCnt:2
это сообщаю риа новость с ссылка :  count:2  textCnt:2
учёный лучше понять функционирование вестибулярный аппарат :  count:2  textCnt:2
, который возглавляю медиамагнат руперт мердок :  count:2  textCnt:2
прошлое на марс есть вод . :  count:2  textCnt:2
слово главком вмф россия адмирал владимир :  count:2  textCnt:2
до выяснение причина , по который :  count:2  textCnt:2
ашулук в астраханский область . 30 :  count:2  textCnt:2
того , запас топливо для термоядерный :  count:2  textCnt:2
52 тысяча офицер запас , но :  count:2  textCnt:2
. однако этот же аргумент конгресс :  count:2  textCnt:2
измерение и анализ . космический аппарат :  count:2  textCnt:2
на который присутствую президент рф владимир :  count:2  textCnt:2
на траектория движение комета и осуществить :  count:2  textCnt:2
работать на орбита 183 день . :  count:2  textCnt:2
отправить на марс новый исследовательский аппарат :  count:2  textCnt:2
на 12 час 44 минута по :  count:2  textCnt:2
, для матрос и старшина , :  count:2  textCnt:2
, когда в компьютер заранее ввожусь :  count:2  textCnt:2
xanadu , оказался покрытый вещество , :  count:2  textCnt:2
космический челнок может быть отложен ещё :  count:2  textCnt:2
что пру взлете челнок от внешний :  count:2  textCnt:2
. ми 28н это ударный боева :  count:2  textCnt:2
на атлантический побережье испания около город :  count:2  textCnt:2
выдача целеуказание на наземный и воздушный :  count:2  textCnt:2
близкий к сатурн за время экспедиция :  count:2  textCnt:2
морской сила из 53 страна мир :  count:2  textCnt:2
проблема с теплоизоляционный покрытие . окончательный :  count:2  textCnt:2
приземлиться , но счёл это малозначимый :  count:2  textCnt:2
передаю риа новость . по слово :  count:2  textCnt:2
забираюсь прямо из воздух , что :  count:2  textCnt:2
, датчик по давление определяю количество :  count:2  textCnt:2
тысяча год назад , сообщаю associated :  count:2  textCnt:2
путин подписал закон о ратификация соглашение :  count:2  textCnt:2
22 по 31 август на российский :  count:2  textCnt:2
снимка изображён береговой линия с разветвленной :  count:2  textCnt:2
экипаж мкс в состав геннадий падалки :  count:2  textCnt:2
запущен семь год назад , в :  count:2  textCnt:2
, что в время первое выход :  count:2  textCnt:2
есть , по весь видимость , :  count:2  textCnt:2
. кроме того , по его :  count:2  textCnt:2
американец майкл финк провёл в космос :  count:2  textCnt:2
возможность делать картинка на dvd запись :  count:2  textCnt:2
, 14 январь 2005 год . :  count:2  textCnt:2
для плановый боева учебы . . :  count:2  textCnt:2
вопрос ведусь . мы рассчитываю , :  count:2  textCnt:2
ракета . данный оборудование может быть :  count:2  textCnt:2
. он провел несколько сотня сутки :  count:2  textCnt:2
официальный передача танкоремонтный завод минобороны грузия :  count:2  textCnt:2
сообщаю итар тасс . по слово :  count:2  textCnt:2
анатолий гриценко отправился с рабочий визит :  count:2  textCnt:2
что республика намерен поставить вопрос о :  count:2  textCnt:2
сражение длюсь пять с половина час :  count:2  textCnt:2
с выделение энергия пру температура около :  count:2  textCnt:2
полёт на луна и марс . :  count:2  textCnt:2
неисправность в система стыковка корабль . :  count:2  textCnt:2
год их есть уж около 50 :  count:2  textCnt:1
ракета носитель союз фг с американский :  count:2  textCnt:2
в частность , отмечаю , что :  count:2  textCnt:2
полетом российский сегмент мкс виктор благов :  count:2  textCnt:2
в батуми невозможен , и мы :  count:2  textCnt:2
шаттл коламбия в февраль 2003 год :  count:2  textCnt:2
. протон используюсь для выведение на :  count:2  textCnt:2
эскадра 27 линейный корабль под командование :  count:2  textCnt:2
карта марс . последний к соседний :  count:2  textCnt:2
солдат и улучшение вооружение . доналд :  count:2  textCnt:2
предстою провести четыре год . в :  count:2  textCnt:2
. по условие конкурс приз есть :  count:2  textCnt:2
полёт шаттл быль прекращён на неопределенное :  count:2  textCnt:2
в лаборатория прикладной физик университет имя :  count:2  textCnt:2
более подробный информация о 31 спутник :  count:2  textCnt:2
система хищник . если акула не :  count:2  textCnt:2
изготовитель ракета являюсь центр имя хруничев :  count:2  textCnt:2
сайт газета new york times , :  count:2  textCnt:2
передать на земля максимум информация о :  count:2  textCnt:2
2008 год отправился на граница солнечный :  count:2  textCnt:2
вестибулярный аппарат человек в космос , :  count:2  textCnt:2
имущество 142 го танкоремонтный завод , :  count:2  textCnt:2
принимающий государство , и есть действовать :  count:2  textCnt:2
великобритания , италия , нидерланды , :  count:2  textCnt:2
на московский международный авиасалон в жуковский :  count:2  textCnt:2
учение мирный миссия 2005 . о :  count:2  textCnt:2
шаттл отвалившийся фрагмент обшивка его топливный :  count:2  textCnt:2
есть создан компания scaled composites , :  count:2  textCnt:2
незамеченный к спутник связь на минимальный :  count:2  textCnt:2
на станция хватил более , чем :  count:2  textCnt:2
как сша итак исправно снабжаю сила :  count:2  textCnt:2
сообщаюсь на сайт газета washington times :  count:2  textCnt:2
, подполковник юрий шаргин , который :  count:2  textCnt:2
. в nasa надеюсь , что :  count:2  textCnt:2
действие морской пехота сша в один :  count:2  textCnt:2
вызываемый влияние гравитационный поле планет . :  count:2  textCnt:2
согласие правительство принимающий государство , и :  count:2  textCnt:2
а также предоставление интернет услуга . :  count:2  textCnt:2
настоящее время в японский парламент иду :  count:2  textCnt:2
назад луна откололся от земля пру :  count:2  textCnt:2
план nasa , освоение луна начнется :  count:2  textCnt:2
, сотрудничество в сфера военный наука :  count:2  textCnt:2
время жизнь на орбита составил не :  count:2  textCnt:2
цель совместный экспедиция nasa и европейский :  count:2  textCnt:2
расстояние и заняв позиция между он :  count:2  textCnt:2
с помощь космический телескоп spitzer . :  count:2  textCnt:2
из съемных кассета с образец спецпокрытия :  count:2  textCnt:2
3к , потерянный пру неудачный запуск :  count:2  textCnt:2
войско на территория страна . в :  count:2  textCnt:2
и рассчитан на то , чтобы :  count:2  textCnt:2
батарея . пру это больший часть :  count:2  textCnt:2
критический может стать даже столкновение с :  count:2  textCnt:2
правительство франций . теперь они получен :  count:2  textCnt:2
час и окончился полный разгром франко :  count:2  textCnt:2
давление определяю количество оставшийся горючее , :  count:2  textCnt:2
мера строительство и сдача военен морской :  count:2  textCnt:2
на казахстанский военный полигон сарышаган . :  count:2  textCnt:2
что 58 летний бизнесмен может отправляться :  count:2  textCnt:2
флот , не означаю , что :  count:2  textCnt:2
. аппарат , как и его :  count:2  textCnt:2
баз пентагон есть продолжать оставаться в :  count:2  textCnt:2
руководство российский военный баз в нарушение :  count:2  textCnt:2
, учрежденную фонд x prize , :  count:2  textCnt:2
который прослужил на срочный военный служба :  count:2  textCnt:2
законопроект о увеличение численность американский армия :  count:2  textCnt:2
носитель союз с космический грузовик прогресс :  count:2  textCnt:2
установленный на аппарат voyager . нынешний :  count:2  textCnt:2
перед полетом президент прошел предполетную подготовка :  count:2  textCnt:2
до железнодорожный станция в ахалцихе непригоден :  count:2  textCnt:2
временю на территория казахстан . такой :  count:2  textCnt:2
доналд рамсфелд считаю , что 480 :  count:2  textCnt:2
, что парашют зонд открылся слишком :  count:2  textCnt:2
американский пилотируемый космический корабль за последний :  count:2  textCnt:2
пентагон есть продолжать оставаться в средний :  count:2  textCnt:2
шаттл c мкс . первый раз :  count:2  textCnt:2
человек попытался доплыть до берег , :  count:2  textCnt:2
погиб . причина гибель columbia сталь :  count:2  textCnt:2
пру взлете челнок от внешний топливный :  count:2  textCnt:2
нидерланды , турция , канада , :  count:2  textCnt:2
остался на орбита для проведение эксперимент :  count:2  textCnt:2
по железный дорога в батуми невозможен :  count:2  textCnt:2
результат социологический опрос , проведенного всероссийский :  count:2  textCnt:2
12 , также выработавший свой ресурс :  count:2  textCnt:2
13 день . запуск discovery стал :  count:2  textCnt:2
на марс в январь 2004 год :  count:2  textCnt:2
есть 2 , 6 миллион военнослужащий :  count:2  textCnt:2
то , что мы сейчас строю :  count:2  textCnt:2
осмотр , а также инструктаж по :  count:2  textCnt:2
. с помощь прибор под название :  count:2  textCnt:2
космический грузовик в течение сутки топлю :  count:2  textCnt:2
то запас вод , воздух и :  count:2  textCnt:2
31 нахожусь в эксплуатация 20 год :  count:2  textCnt:2
безопасный возвращение экипаж после работа в :  count:2  textCnt:2
живой улитка , отправленный на мкс :  count:2  textCnt:2
поймал с помощь вертолетов с каскадерами :  count:2  textCnt:2
адмирал санфеличе ди монтефорте . российский :  count:2  textCnt:2
откололся от земля пру столкновение наш :  count:2  textCnt:2
перечисленный техник весь же есть передан :  count:2  textCnt:2
м51 и отвёл его на безопасный :  count:2  textCnt:2
что в распоряжение пентагон есть 2 :  count:2  textCnt:2
аппарат преодолел около 1 , 5 :  count:2  textCnt:2
моше кацавом и вица премьер , :  count:2  textCnt:2
, который удался построить корабль для :  count:2  textCnt:2
и вещество , из который она :  count:2  textCnt:2
миллиард доллар . однако морской пехота :  count:2  textCnt:2
никакой постановление правительство на этот счет :  count:2  textCnt:2
с половина год , прошедший с :  count:2  textCnt:2
аппаратура , который позволил сделать снимка :  count:2  textCnt:2
напомнил , ранее сообщаюсь , что :  count:2  textCnt:2
як 11 и другой . на :  count:2  textCnt:2
, до сей пора не найден :  count:2  textCnt:2
. выпускник медицинский лицей в амстердам :  count:2  textCnt:2
термоизоляционный покрытие , полученный пру взлете :  count:2  textCnt:2
. к такой вывод , как :  count:2  textCnt:2
марс . последний к соседний планет :  count:2  textCnt:2
directv принадлежу корпорация news corporation , :  count:2  textCnt:2
прибор под название braingate он смог :  count:2  textCnt:2
в интервью агентство представитель пресс служба :  count:2  textCnt:2
штабной тренировка безопасность 2004 , на :  count:2  textCnt:2
канаверал в флорида ранний утро в :  count:2  textCnt:2
аэс , станция с термоядерный реактор :  count:2  textCnt:2
для двигатель ориентация , а также :  count:2  textCnt:2
как страдаю мы , сказал он :  count:2  textCnt:2
перечень имущество 142 го танкоремонтный завод :  count:2  textCnt:2
том , что россия примета участие :  count:2  textCnt:2
океан , сообщаю associated press . :  count:2  textCnt:2
, вероятнее весь , на снимка :  count:2  textCnt:2
среда , после того , как :  count:2  textCnt:2
грузовик прогресс м51 и отвёл его :  count:2  textCnt:2
программа , стоимость в 50 , :  count:2  textCnt:2
, санторини , а также в :  count:2  textCnt:2
передаю риа новость , сообщил в :  count:2  textCnt:2
а также включать и выключать свет :  count:2  textCnt:2
на станция . в время расстыковка :  count:2  textCnt:2
, а верхний разрежённый слою , :  count:2  textCnt:2
имею возможность совершать посадка с больший :  count:2  textCnt:2
военен морской флот советский союз в :  count:2  textCnt:1
, медицинский оборудование , свежий бельё :  count:2  textCnt:2
, оба баз есть построен до :  count:2  textCnt:2
завершил работа в открытый космос и :  count:2  textCnt:2
полёт ещё до попытка шаттл приземлиться :  count:2  textCnt:2
, который состоялся на следующий день :  count:2  textCnt:2
один лишь сила мыслю . с :  count:2  textCnt:2
оборона казахстан и войско пво киргизия :  count:2  textCnt:2
на мкс имеюсь дополнительный резерв кислород :  count:2  textCnt:2
выведение телекоммуникационный спутник , который пополнил :  count:2  textCnt:2
который 50 поступил в ввс сша :  count:2  textCnt:2
. ру на московский международный авиасалон :  count:2  textCnt:2
пакистан к том момент уж осуществил :  count:2  textCnt:2
американец лера чиао и итальянец роберто :  count:2  textCnt:2
из 76 й псковский дивизия вдв :  count:2  textCnt:2
орбита первое космонавт , военный летчика :  count:2  textCnt:2
. специалист nasa потребовался тру день :  count:2  textCnt:2
кислород , причём окислитель забираюсь прямо :  count:2  textCnt:2
возникновение на её поверхность люба из :  count:2  textCnt:2
в состав американский астронавт лероя чиао :  count:2  textCnt:2
в система охлаждение , выведший из :  count:2  textCnt:2
, не обладающий ядерный оружие , :  count:2  textCnt:1
и выдача целеуказание на наземный и :  count:2  textCnt:2
российский военный баз в нарушение договоренности :  count:2  textCnt:2
оборудованный двадцать четыре транспондерами с диапазон :  count:2  textCnt:2
и марс 14 миллиард доллар в :  count:2  textCnt:2
о возможность создание на луна российский :  count:2  textCnt:2
испанский флот , который потерял 18 :  count:2  textCnt:2
два офицер и шесть курсант санкт :  count:2  textCnt:2
нью йорк в париж . по :  count:2  textCnt:2
40 параллель в тихий океан , :  count:2  textCnt:2
который провёл на международный станция полгода :  count:2  textCnt:2
. соглашение о поставка американский f :  count:2  textCnt:2
. кроме того , он считаю :  count:2  textCnt:2
человек для обслуживание телескоп есть назван :  count:2  textCnt:2
английский эскадра 27 линейный корабль под :  count:2  textCnt:2
. по слово иванов , в :  count:2  textCnt:2
развивать скорость до 300 км/ч и :  count:2  textCnt:2
вернулся на станция , сообщаю риа :  count:2  textCnt:2
научный лаборатория в лос аламосе los :  count:2  textCnt:2
. требование о наличие место для :  count:2  textCnt:2
к выполнение задание . весь морской :  count:2  textCnt:2
средний азия . они остался в :  count:2  textCnt:2
, втрое превысив собственный рекорд . :  count:2  textCnt:2
ракетен космический корпорация энергия , орбитальный :  count:2  textCnt:2
на совещание президент с член правительство :  count:2  textCnt:2
четко выраженный согласие правительство принимающий государство :  count:2  textCnt:2
геннадий падалки и майкл финка mike :  count:2  textCnt:2
на срочный военный служба не менее :  count:2  textCnt:2
в последний время руководство агентство обсуждаю :  count:2  textCnt:2
, отличаюсь минимальный заметность для наземный :  count:2  textCnt:2
по улучшение безопасность шаттл выполнен только :  count:2  textCnt:2
spaceshipone совершил успешный полю в конец :  count:2  textCnt:2
основание внешний топливный бак , датчик :  count:2  textCnt:2
россиянин геннадий падалка и бортинженер американец :  count:2  textCnt:2
на выставка есть воссоздан полевой аэродром :  count:2  textCnt:2
самолёт участвую компания lockheed martin с :  count:2  textCnt:2
больший космический тело размер с марс :  count:2  textCnt:2
на орбита составляю 12 год . :  count:2  textCnt:2
основной причина суицид стал дедовщина . :  count:2  textCnt:2
состояться на мыс канаверал в флорида :  count:2  textCnt:2
по безопасность и система катапультирование . :  count:2  textCnt:2
основа современный физик элементарный частица . :  count:2  textCnt:2
аппарат galaxy 14 должен обеспечить прием :  count:2  textCnt:2
проведение серия консультация с руководство nasa :  count:2  textCnt:2
, два с половина час , :  count:2  textCnt:2
среда , 3 август , в :  count:2  textCnt:2
по предположение учёный , есть достигать :  count:2  textCnt:2
из нью йорк в париж . :  count:2  textCnt:2
дважды за два неделя слетать в :  count:2  textCnt:2
два с половина месяц из запланированный :  count:2  textCnt:2
сообщаюсь на сайт газета chicago tribune :  count:2  textCnt:2
образование , военный подготовка в образовательный :  count:2  textCnt:2
когда в плотный слой атмосфера сгорел :  count:2  textCnt:2
сша согласился выделить на предложенный джордж :  count:2  textCnt:2
2004 год opportunity удалился от место :  count:2  textCnt:2
земля исследовательский зонд , а в :  count:2  textCnt:2
ионосфера и распространение радиоволна анатолий бел :  count:2  textCnt:2
частность , эксперт nasa признал , :  count:2  textCnt:2
тихий океан , а на некоторый :  count:2  textCnt:2
а верхний разрежённый слою , где :  count:2  textCnt:2
в настоящее время американский армия провожу :  count:2  textCnt:2
это в порт батуми прибыл российский :  count:2  textCnt:2
год . он прошел теоретический курс :  count:2  textCnt:2
после выведение телекоммуникационный спутник , который :  count:2  textCnt:2
потеря англичанин составил 1700 человек . :  count:2  textCnt:2
surveyor , в ход который есть :  count:2  textCnt:2
уж провожусь с станция мир . :  count:2  textCnt:2
изучить его состав и строение . :  count:2  textCnt:2
2020 му возвращаемый аппарат , который :  count:2  textCnt:2
и анализ . космический аппарат cassini :  count:2  textCnt:2
пру неудачный попытка развернуться , ял :  count:2  textCnt:2
. по предварительный данные , полю :  count:2  textCnt:2
, а роль два его попутчик :  count:2  textCnt:2
планирую отправить на марс новый исследовательский :  count:2  textCnt:2
только гипотеза , также как и :  count:2  textCnt:2
есть в буквальный смысл вынюхивать признак :  count:2  textCnt:2
guardian , который есть направлен в :  count:2  textCnt:2
и заняв позиция между он и :  count:2  textCnt:2
аппарат с земля . основной цель :  count:2  textCnt:2
эксперт полагаю , что вскоре количество :  count:2  textCnt:1
обеспечивающий выполнение полёт ночь в сложный :  count:2  textCnt:2
полученный до сей пора фотография титан :  count:2  textCnt:2
что сша , который начал заниматься :  count:2  textCnt:2
имя министр оборона грузия , в :  count:2  textCnt:2
huygens стартовал в октябрь 1997 год :  count:2  textCnt:2
15 январь 2005 год . миссия :  count:2  textCnt:2
работа по создание истребитель пятый поколение :  count:2  textCnt:2
лучший из полученный до сей пора :  count:2  textCnt:2
год . фрагмент космический грузовик , :  count:2  textCnt:2
генератор кислород на международный космический станция :  count:2  textCnt:2
должен есть лететь на мкс в :  count:2  textCnt:2
, что старт космический челнок discovery :  count:2  textCnt:2
временю 11 октябрь . изменение дата :  count:2  textCnt:2
больший часть американский сегмент мкс , :  count:2  textCnt:2
. российский военный , по его :  count:2  textCnt:2
на пилотируемый аппарат союз тма 5 :  count:2  textCnt:2
связь разработан компания orbital science corporation :  count:2  textCnt:2
что новый конструкция намного безопаснее предыдущий :  count:2  textCnt:2
сотрудничество принял совместный заявление , в :  count:2  textCnt:2
покрытие . окончательный решение есть , :  count:2  textCnt:2
. как сообщаю газета new york :  count:2  textCnt:2
о это грузинский сторона . . :  count:2  textCnt:2
парламент иду спор о целесообразность выделение :  count:2  textCnt:2
пожар на списанный подводной лодка в :  count:2  textCnt:2
й экспедиция и провел на станция :  count:2  textCnt:2
ветер . этот работа продолжаюсь более :  count:2  textCnt:2
вмф , должен завершиться к 2010 :  count:2  textCnt:2
в ахалкалаки вывезти в россия невозможно :  count:2  textCnt:2
применил жесткие мера дисциплинарный и другой :  count:2  textCnt:2
она должен решать . он , :  count:2  textCnt:2
работа продолжаюсь более два год . :  count:2  textCnt:2
течение сутки топлю в океан . :  count:2  textCnt:2
подобный опыт уж провожусь с станция :  count:2  textCnt:2
. в nasa не исключаю , :  count:2  textCnt:2
в подготовка корабль к запуск , :  count:2  textCnt:2
2003 год пру посадка полностью разрушился :  count:2  textCnt:2
планируюсь в 2015 2020 год . :  count:2  textCnt:2
европейский космический агентство являюсь изучение титан :  count:2  textCnt:2
